epoch,accuracy,loss,lr,val_accuracy,val_loss
0,0.46875,0.6945471167564392,0.000200098,0.47826087474823,0.693973958492279
1,0.4598214328289032,0.6945205926895142,0.000400096,0.52173912525177,0.6924917101860046
2,0.4776785671710968,0.6984390616416931,0.000600094,0.47826087474823,0.6940731406211853
3,0.4821428656578064,0.6949906945228577,0.000800092,0.52173912525177,0.6879976987838745
4,0.5535714030265808,0.6892749071121216,0.00100009,0.6521739363670349,0.6739498376846313
5,0.6919642686843872,0.6584753394126892,0.001200088,0.695652186870575,0.5998209118843079
6,0.71875,0.5738447904586792,0.001400086,0.695652186870575,0.5249237418174744
7,0.7767857313156128,0.5034499168395996,0.001600084,0.695652186870575,0.48752909898757935
8,0.7589285969734192,0.5203130841255188,0.001800082,0.739130437374115,0.4256368577480316
9,0.7633928656578064,0.46243295073509216,0.00200008,0.8695651888847351,0.3122181296348572
10,0.8348214030265808,0.4007504880428314,0.002200078,0.9130434989929199,0.2248336374759674
11,0.8080357313156128,0.40643835067749023,0.002400076,0.95652174949646,0.20647022128105164
12,0.7410714030265808,0.4428786337375641,0.002600074,0.95652174949646,0.22222772240638733
13,0.7946428656578064,0.4016945958137512,0.002800072,0.95652174949646,0.24369005858898163
14,0.84375,0.3463916778564453,0.00300007,0.95652174949646,0.15283916890621185
15,0.8303571343421936,0.37038519978523254,0.003200068,0.9130434989929199,0.1948724240064621
16,0.8214285969734192,0.3691844940185547,0.003400066,1.0,0.17189817130565643
17,0.8348214030265808,0.38003143668174744,0.003600064,0.8695651888847351,0.2410319298505783
18,0.8526785969734192,0.34549805521965027,0.003800062,0.95652174949646,0.16428236663341522
19,0.8482142686843872,0.3390219211578369,0.00400006,0.95652174949646,0.1265631467103958
20,0.8258928656578064,0.36752933263778687,0.004200058,0.739130437374115,0.3862078785896301
21,0.8303571343421936,0.3827245533466339,0.004400056,1.0,0.21295171976089478
22,0.8258928656578064,0.36290624737739563,0.004600054,0.95652174949646,0.1388140320777893
23,0.8125,0.357219934463501,0.004800052,0.9130434989929199,0.1991739720106125
24,0.8571428656578064,0.3396577835083008,0.00500005,1.0,0.15091724693775177
25,0.8125,0.3393135070800781,0.005200048,0.95652174949646,0.12710869312286377
26,0.8392857313156128,0.3542909622192383,0.005400046,0.95652174949646,0.19315262138843536
27,0.8660714030265808,0.3037281632423401,0.005600044,0.9130434989929199,0.13763512670993805
28,0.7991071343421936,0.40569114685058594,0.005800042,1.0,0.16129066050052643
29,0.8348214030265808,0.3792661130428314,0.00600004,1.0,0.1838783174753189
30,0.8214285969734192,0.3838863968849182,0.006200038,0.9130434989929199,0.22042316198349
31,0.8303571343421936,0.3537485897541046,0.006400036,0.95652174949646,0.14005042612552643
32,0.8883928656578064,0.3063682019710541,0.006600034,0.95652174949646,0.143819659948349
33,0.8169642686843872,0.3446202576160431,0.006800032,0.9130434989929199,0.12227188795804977
34,0.8214285969734192,0.3779628574848175,0.00700003,0.95652174949646,0.17843881249427795
35,0.8616071343421936,0.3107251524925232,0.007200028,0.95652174949646,0.13538388907909393
36,0.8392857313156128,0.3474719226360321,0.007400026,1.0,0.15973123908042908
37,0.84375,0.3230344355106354,0.007600024,0.95652174949646,0.18473459780216217
38,0.7946428656578064,0.5212751030921936,0.007800022,0.8695651888847351,0.3712610602378845
39,0.7455357313156128,0.7331412434577942,0.00800002,0.6086956262588501,0.7788276076316833
40,0.7366071343421936,0.6000915169715881,0.008200018,0.52173912525177,2.9331536293029785
41,0.6026785969734192,5.4552531242370605,0.008400016,0.47826087474823,8.60374927520752
42,0.5446428656578064,73.15895080566406,0.008600014,0.47826087474823,258.36834716796875
43,0.5044642686843872,136.8251495361328,0.008800012,0.52173912525177,70.33292388916016
44,0.4955357015132904,10.281801223754883,0.00900001,0.47826087474823,3.12846302986145
45,0.5401785969734192,1.289717674255371,0.009200008,0.739130437374115,1.0330342054367065
46,0.7232142686843872,0.6579943299293518,0.009400006,0.9130434989929199,0.32782939076423645
47,0.7767857313156128,0.48649653792381287,0.009600004,0.739130437374115,0.374067485332489
48,0.8125,0.41492557525634766,0.009800002,0.9130434989929199,0.22840794920921326
49,0.8080357313156128,0.42539793252944946,0.01,0.95652174949646,0.2099180817604065
50,0.8125,0.3916909098625183,0.009800002,1.0,0.21637199819087982
51,0.7857142686843872,0.44400039315223694,0.009600004,1.0,0.2501658499240875
