m/z	label	100.9624	103.0613	103.979	105.0359	105.9874	106.9899	108.9946	112.0954	112.9272	114.9272	116.9335	117.0349	118.0356	119.0217	119.9586	121.01	121.9624	122.9648	124.978	128.0738	129.0498	129.9781	131.0527	133.0269	134.0618	135.0443	136.0992	136.9794	138.1071	138.9487	140.1215	140.9487	142.0968	142.963	144.0526	145.0293	145.9673	147.0347	147.975	148.9988	150.0389	151.0187	152.0701	152.9878	154.1323	154.9179	156.0913	156.921	158.0758	158.9326	160.086	161.0056	161.9455	162.1002	163.0078	163.9447	164.9734	166.0233	166.9912	168.016	169.0033	169.1116	170.0886	170.8958	172.8947	174.0566	174.9053	175.0478	176.1063	177.9223	178.0752	178.9848	179.9247	180.0552	180.9465	182.0087	182.9424	184.1189	185.0816	186.009	186.9672	188.1137	188.9818	189.9668	191.0889	192.0794	193.0435	194.0488	194.9451	196.0331	196.9194	198.1352	198.9184	200.0912	200.9768	201.9828	202.9369	203.1002	204.1116	205.016	205.9424	207.0658	208.0619	209.0655	210.1017	210.989	214.0993	214.8932	216.0664	216.8895	220.1049	220.9874	221.9182	223.0378	225.0456	226.0842	226.9472	228.9831	232.0434	234.9643	235.1081	236.0897	237.0519	238.9339	242.0655	242.9152	249.1192	250.944	253.0242	254.9021	265.0862	268.9947	275.0035	290.981
Discovery_1	1	-285.7125609	697.621	-32384.23087	-4211.316744	-1727.094109	-2415.223748	-401.46	-227.813	-55035.61913	-25747.31891	-3083.908639	-1013.366544	-79.8023	278.334591	-31680.50544	-7165.768391	-3156.397648	-3223.479209	-4465.544087	-104.618	-1831.358626	-3.18174	-16.4862	374.011261	-1245.114748	-15801.80987	-321.9403304	-5454.419748	90.4545	2569.747878	-174.54	-10735.69109	47.7363	-607.4322565	-53.1424	-54.4011087	-562.6126261	4686.139048	-284.0205565	-7819.21513	-2093.25503	-24777.66231	-841.72	-1317.902644	-292.867	1404.662217	-145.6388735	-15306.31848	-90.1143	-2095.934983	-494.743	-414.5075043	-2260.431444	-944.4786522	1368.144652	-1115.062483	-6639.346261	-1377.46	-16752.66377	-266.563	1226.166939	1131.719609	-277.121	-479.758887	-2389.070744	-210.755	-547.442	133.945	-1522.165765	-3131.150744	-1089.488983	-631.2139	-1509.255878	-636.555	-3997.055609	-183.1544091	-555.9160174	322.626	-488.774013	-403.415	330.2169783	-82.2283	-955.679987	-347.776	-1387.903617	-1682.376448	-624.91247	-717.757	61.531553	-299.769	-4871.154104	58.5547	-1262.843165	-247.457	-281.58	-384.376	-689.5773522	-2924.995748	-238.255	-89.2271	-634.898	-4958.67773	-1055.25	-930.712	-411.8317774	447.036	-138.6333183	-1338.065974	425.004	-255.732	-146.71	-45.9304	-762.481	-3030.52527	-547.402	-646.268	-85.1981	294.852	-137.595	-202.441	-486.6620561	-117.4685302	29465.1	-571.724	-357.299	-327.0979765	-196.3992539	-125.4841778	32375.2	996.669	-188.517	5955.98	17333.2	6623.68
Discovery_10	1	220.9294391	145.797	10911.76913	1480.063257	521.7898913	1192.876252	392.283	-60.814	-14662.21913	-7188.418913	-1454.544639	1353.263457	52.8687	850.784591	-4115.105435	931.831609	-625.9116478	-675.3692087	5154.455913	-53.6745	-335.6426261	56.6033	94.9748	-2792.988739	-303.1347478	6850.35013	500.7696696	-1324.119748	-78.6355	1668.307878	138.779	4665.30891	60.7393	193.2977435	38.5576	331.5788913	1670.687374	-329.4009522	362.7194435	-5658.91513	-731.9250304	54.107687	365.167	-22.5766435	-91.9453	3181.662217	-60.2558735	-2200.418478	40.8487	-466.7749826	-362.562	363.3624957	2566.448557	117.2013478	106.494652	876.7975174	-3852.746261	-752.548	-7387.08377	-143.226	-1149.173061	786.7696087	-272.537	-342.518887	194.2292565	77.9639	-238.211	-445.059	-631.5157652	537.5792565	8.0510174	24.0561	93.0951217	-109.119	-9.625609	-95.4901091	194.6739826	-239.628	396.785987	-181.294	-1661.903022	166.232	-764.987987	22.5172	355.3963826	-536.6664478	51.23353	-270.805	-14.291447	-64.8419	-1913.334104	-4.07628	210.2168348	18.0912	-14.1014	-247.32	-276.9323522	20310.80425	773.505	-85.6451	327.244	-392.7577304	-507.191	-58.3089	170.5672226	-26.9912	9.9736817	-353.3059739	-119.372	-51.1689	-6.68284	-14.3994	27.1121	-1480.75327	-371.5	156.367	-61.9181	-129.788	-111.923	-114.636	-354.0380561	25.6294698	-2330.14	-232.758	-54.17	-87.7609765	46.6697461	-40.2611778	-2410.03	-153.466	10.0724	-1173.15	-1341.59	-839.14
Discovery_100	1	-545.1665609	-644.941	-27619.33087	-10449.27674	-1567.840109	-2593.703748	-851.215	-566.767	-26117.21913	-12672.21891	-2089.124639	-4129.186544	-213.396	-2073.215409	-16185.00544	-9973.678391	-1894.921648	-2094.599209	-11202.21409	-305.851	-1725.737626	-195.83	-353.632	-15159.00874	-2249.217748	-17955.09987	-1330.72433	-4754.259748	-1296.67	-3248.382122	-750.216	-17026.79109	-219.527	-1350.421257	-216.397	-762.9601087	-1937.572626	-4740.120952	-723.5255565	-16726.40513	-3021.66403	-22479.30231	-1280.96	-1376.122644	-842.399	-2763.027783	-267.1931735	-13438.51848	-218.062	-2279.514983	-1317.18	-966.4035043	-1969.531444	-1852.466652	-3097.295348	-1223.475483	-12945.51626	-1605.19	-14281.58377	-273.241	-2593.900061	-3673.055391	-702.757	-1532.478887	-804.6907435	-352.44	-484.827	-912.47	-2493.185765	-1141.770744	-1818.017983	-919.6319	-844.9448783	-737.033	-8113.975609	-215.8002091	-1290.118017	-123.426	-1917.370013	-753.142	-2216.063022	-269.287	-1146.714987	-421.111	-10700.83362	-2727.453448	-1073.13547	-851.503	-321.884447	-335.529	-5344.734104	-237.751	-2085.363165	-746.62	-410.664	-425.042	-1173.305352	-41662.89575	-1907.07	-372.281	-676.449	-9475.41773	-1294.33	-1052.05	-651.0889774	-388.245	-278.9518183	-1228.435974	-876.97	-234.236	-321.128	-350.486	-561.532	-3005.02527	-556.589	-869.084	-424.885	-319.762	-194.132	-369.582	-650.9110561	-210.3739302	-3858.46	-682.446	-391.911	-435.8179765	-324.5949539	-167.2444778	-2869.22	-321.229	-232.032	-562.987	-1923.83	-477.93
Discovery_101	1	-290.8895609	-428.62	-27087.53087	-8542.156744	-1537.310109	-2019.353748	-630.989	-501.868	-26461.61913	-12374.91891	-2128.734639	-2901.256544	-179.592	-1418.975409	-22258.00544	-8493.108391	-2432.901648	-2402.559209	-7442.804087	-297.189	-2020.531626	-144.296	-290.968	-12514.41874	-1975.465748	-18890.69987	-1259.76933	-4854.369748	-1191.08	-1418.342122	-726.508	-12207.89109	-227.601	-1097.764257	-179.523	-586.3011087	-1352.542626	-2255.230952	-551.8415565	-14630.01513	-2735.14403	-25814.46231	-1265.84	-1378.908644	-838.998	0.162217	-262.1785735	-12201.91848	-215.879	-2045.354983	-1244.15	-804.9695043	-1876.571444	-1749.953652	-1830.545348	-1040.922483	-10768.47626	-1575.19	-16504.01377	-266.884	-2629.202061	-2882.760391	-690.651	-939.758887	-324.8307435	-314.356	-438.873	-807.097	-2406.976765	-1944.910744	-1803.327983	-927.6409	-1129.077878	-890.298	-6152.345609	-215.1522091	-912.9110174	183.086	-1708.413013	-730.283	-1947.923022	-248.437	-1152.083987	-370.079	-8237.273617	-2627.839448	-994.57347	-865.246	-286.590447	-367.99	-4790.664104	-203.291	-1427.943165	-674.076	-326.745	-438.731	-1044.917352	-31173.49575	-1548.4	-324.821	-579.112	-7531.26773	-1284.68	-1028.54	-605.7277774	-328.573	-268.8261183	-1078.035974	-796.704	-208.54	-305.609	-280.312	-629.69	-2891.84027	-581.786	-790.372	-375.378	-246.329	-202.31	-319.828	-421.9410561	-200.4839302	-1892.55	-627.868	-376.629	-376.8079765	-253.1752539	-152.5362778	17.6338	-276.454	-188.536	-119.657	-296.335	196.03
Discovery_102	1	-47.2385609	-412.889	1903.96913	-5049.636744	-23.3801087	1005.386252	-374.505	-374.237	1445.78087	-76.518913	-948.2746391	-1553.696544	-121.641	-903.355409	2058.294565	-2336.068391	29.7283522	539.5907913	-4525.344087	-196.901	-1123.712626	-83.6897	-133.009	-10372.76874	-1598.963748	-10466.84987	-873.8533304	-650.9597478	-714.405	-1025.382122	-604.709	-4972.29109	-156.046	-526.5122565	-88.1174	-327.3171087	-150.7026261	-4036.310952	-260.5575565	-11825.01513	-1874.95503	-13327.79231	-655.959	-723.3666435	-652.586	1043.062217	-204.9628735	-3177.518478	-132.049	-761.7449826	-901.623	-209.0575043	1272.778557	-1454.391652	-2228.175348	142.4275174	-9369.756261	-1099.52	-10196.14377	-165.402	-1836.573061	-2520.950391	-589.56	929.081113	1133.129257	-225.126	-127.898	-691.808	-1773.836765	1408.079257	-1319.983983	-383.4439	350.0451217	-69.4596	-4093.355609	-145.1981091	-645.8860174	-300.012	-1003.354013	-502.225	-1915.293022	-233.028	-206.616987	-254.457	-7428.733617	-2372.396448	-812.54947	-677.385	-109.832447	-203.781	-2798.644104	-258.405	-811.3431652	-669.432	-190.051	-306.539	-835.1463522	-16461.49575	-1158.6	-285.933	-191.673	-5410.02773	-1129.03	-760.576	-576.1407774	-344.814	-265.0279183	-486.8459739	-781.275	-62.4869	-257.169	-29.1674	-103.022	-1989.04327	-427.983	-776.14	-344.779	-378.79	-177.954	-280.146	-544.6490561	-208.6635302	-4723.6	-438.624	-353.307	-319.6899765	-283.2517539	-111.8371778	-6269.53	-245.542	-200.039	-1981.94	-3151.19	-1721.46
Discovery_103	1	778.5594391	2317.44	13134.96913	20251.86326	886.4498913	2359.556252	2717.51	543.002	-24293.81913	-11387.01891	3541.785361	7050.053457	578.117	4651.874591	-13774.00544	9218.031609	-1580.981648	-416.6792087	27794.95591	71.5875	-1441.249626	300.232	634.773	28315.31126	4144.075252	-1567.44987	1691.27967	-330.8797478	885.464	5349.957878	491.389	23063.00891	404.832	2878.397744	398.146	1703.318891	2364.507374	8944.939048	1187.239444	11398.28487	1646.35497	-15340.89231	119.647	-186.7566435	657.646	3846.762217	161.8921265	1252.481522	309.498	961.7950174	1839.47	1214.032496	390.2485565	1871.261348	3105.554652	886.3175174	10648.25374	-384.938	-13645.28377	-143.493	4748.836939	5425.069609	855.093	1106.481113	-1500.040744	457.524	84.424	910.205	2356.424235	-1962.800744	466.0310174	150.1161	-575.3948783	377.84	10682.67439	-53.2031091	2538.893983	131.237	692.145987	388.548	3272.636978	288.833	-550.999987	299.044	20321.29638	1449.703552	130.14353	-268.14	389.175553	-54.6059	777.0758957	423.972	1452.596835	1274.9	163.499	-209.725	1725.767648	57930.30425	2119.45	321.228	158.394	6359.34227	-270.364	-197.339	763.9942226	666.565	283.5986817	-592.6259739	487.614	-105.012	706.463	364.674	-385.135	-836.45327	-291.398	623.427	556.761	525.726	-88.4602	94.7464	511.6829439	321.2564698	10324.6	-31.7796	-64.902	301.8580235	355.3847461	-14.3641778	8074.98	161.384	4.79141	586.283	4434.44	938.6
Discovery_104	1	21.1694391	-238.604	12980.26913	-3730.506744	520.9398913	-146.9637478	-300.123	-271.762	94.78087	40.581087	-1140.444639	-1275.156544	-74.7463	-418.345409	6337.794565	-2615.968391	434.2583522	-867.1392087	-3442.444087	-186.607	-795.5826261	-29.8637	-144.304	-6877.288739	-1260.854748	-2266.14987	-240.8203304	-1832.769748	-116.196	-37.9521217	-95.9343	-4428.39109	50.9633	-527.5722565	-74.6354	-215.1901087	756.9473739	-700.4609522	-20.5025565	-7649.01513	-1551.08503	-4813.792313	-80.9631	-450.8466435	-293.473	1843.062217	-64.2028735	-4474.618478	-47.9533	-882.1749826	-564.856	-168.6875043	2474.458557	-533.8486522	-78.945348	423.8075174	-6628.146261	-966.41	-7104.48377	-184.735	-1123.963061	-611.5203913	-446.141	686.281113	777.7992565	-99.1761	-185.666	-572.449	-1114.865765	1946.599257	-409.7889826	-120.2939	351.0951217	-113.366	-3530.885609	-113.5141091	-545.7360174	17.3154	-254.854013	-321.158	-1232.173022	-61.4333	-814.273987	-151.901	-3768.173617	-1162.556448	-372.58347	-317.166	-120.701447	-133.758	-2815.354104	184.526	-778.4931652	-317.457	-167.278	-252.99	-671.4363522	-3726.595748	-391.855	-180.506	12.3531	-2383.41773	-720.75	-453.799	-315.0927774	-81.9152	-26.2563183	-627.4459739	-246.699	-117.451	22.5012	-163.14	-12.6889	-1416.20327	-344.482	-418.776	-151.03	-33.0303	-96.2992	-239.74	-385.0640561	210.1404698	-1253.74	-416.2	-209.035	-248.7159765	-161.6332539	-95.5251778	989.714	-216.775	-112.701	290.153	-22.4148	479.53
Discovery_105	1	761.6294391	354.161	33993.66913	11688.06326	2170.809891	3739.476252	971.263	828.192	15898.78087	6954.081087	2221.735361	3789.793457	245.011	2254.594591	10215.89457	11344.53161	1100.598352	1429.950791	8761.355913	210.678	-357.9826261	132.947	313.57	12459.01126	3930.215252	15764.95013	475.1196696	3485.060252	1015.32	1530.417878	220.979	11508.20891	109.873	1175.687744	233.122	813.8188913	1684.337374	3926.039048	645.0694435	12456.68487	3647.83497	8185.707687	327.017	644.8233565	-2.48931	3031.562217	14.0211265	3801.481522	169.145	987.4850174	1458.2	1173.832496	2457.158557	1064.521348	2952.084652	1124.327517	5981.953739	853.242	-3400.48377	-3.37057	186.2069391	1780.349609	191.893	564.491113	793.7792565	359.177	56.384	12.6747	829.7242348	806.6892565	817.9210174	572.4561	430.3651217	79.0904	4980.274391	25.2448909	657.2939826	52.8964	441.165987	392.008	-506.6030217	101.745	-513.807987	99.1022	7018.896383	415.4335522	513.71353	43.5013	167.347553	-70.1029	1188.855896	-80.1023	560.3768348	888.685	87.1986	-16.7473	542.9376478	50908.30425	1935.39	23.7839	289.494	4518.04227	-239.124	178.081	189.2562226	49.3578	-20.7013183	-373.3959739	607.784	-40.8199	4.61416	83.7156	-11.8939	110.77673	-234.717	356.197	40.6699	42.8377	21.1988	-9.88263	371.9229439	-54.6405302	-2696.72	171.061	21.738	-9.7409765	343.4337461	0.1238222	-3193.41	-71.2608	121.532	-1278.39	-1712.55	-966.725
Discovery_106	1	-194.2325609	2.13266	-10306.73087	3411.663257	-738.7301087	-258.1637478	-180.128	-4.70704	-45192.71913	-21111.11891	-2700.964639	41.6434565	3.57067	293.584591	-19441.20544	1442.231609	-2228.991648	-1860.199209	-809.944087	-106.116	-1744.271626	68.1183	-13.2772	5544.211261	918.9352522	-8061.34987	-384.1403304	-1835.819748	-514.764	464.9078783	274.679	-4620.09109	-43.6447	-297.6922565	-31.8954	175.2788913	340.0973739	3382.439048	92.4394435	3108.18487	501.2049696	-15493.59231	-644.992	-821.5246435	-24.8323	-492.017783	-37.1958735	-11505.91848	-45.1383	-1567.244983	-172.532	159.9324957	-594.9714435	1167.481348	1469.744652	-229.6924826	-392.746261	-607.088	-13607.60377	-212.18	-1383.953061	619.4496087	12.5366	-4108.988887	-2564.450744	-59.4841	-573.665	-401.446	452.5442348	-1982.830744	650.6710174	-78.3239	-932.0548783	-238.989	469.874391	-101.4671091	-88.8460174	250.786	-280.644013	-1.9186	-1532.683022	-18.4313	-938.581987	-110.681	4574.696383	572.8735522	-60.97647	-261.666	-41.716447	-216.15	-2456.804104	117.131	-659.4531652	497.445	-158.338	-288.302	-211.3323522	27.6042522	51.7346	-76.3361	-99.6299	2236.84227	-277.294	-486.799	159.3672226	-158.066	31.5256817	-1099.075974	198.324	-200.864	-29.7948	166.659	-398.422	-1361.83327	-425.127	106.627	-117.219	-41.4563	-97.9032	-94.2486	459.8529439	-0.1925302	-1208.11	-62.7266	-116.642	-108.8809765	155.4217461	-46.8191778	-2053.07	-147.881	42.3854	-1355.17	-815.355	-911.79
